RefID, ClusterID
B914422, B914422
B914435, A904861
B914497, B913675
B914577, A943522
B914605, B914605
B914654, A907840
B914712, B914712
B914744, A914597
B914773, A940381
B914779, A922314
B914844, A915852
B914884, A926438
B914913, A937355
B914936, A947374
B914971, A909199
B915022, A911973
B915080, B915080
B915133, A911973
B915213, A908266
B915227, A906433
B915254, A908528
B915342, A953519
B915383, B915383
B915421, A933276
B915547, A916045
B915615, A952468
B915669, A928942
B915711, A916017
B915847, A909663
B915888, A943522
B915894, B915894
B915895, A950699
B915913, A932789
B915915, A909994
B915970, A914024
B916007, A933945
B916015, A907782
B916020, A909666
B916066, A911367
B916093, A923305
B916189, A904735
B916234, A929431
B916253, A912159
B916327, A955814
B916396, A985074
B916400, A923894
B916462, A927295
B916482, A929630
B916502, A916510
B916511, B916511
B916518, B916518
B916519, A905966
B916573, B901484
B916602, B914422
B916636, B916636
B916693, B916693
B916707, A917198
B916710, B916710
B916816, A958583
B916834, B910363
B916836, A916045
B916949, A911153
B917000, A915732
B917008, A908334
B917077, A933657
B917142, A933308
B917145, A951561
B917204, B917204
B917224, B917224
B917231, A921017
B917277, A904913
B917315, A917968
B917318, A906940
B917377, A936530
B917403, A941956
B917439, A914246
B917451, A910126
B917453, A932567
B917471, B901484
B917493, A907263
B917535, B906409
B917539, A941287
B917548, A909014
B917605, A975706
B917618, A905823
B917653, B917653
B917655, A934329
B917664, A913592
B917732, B917732
B917758, A939529
B917764, A911006
B917818, A908334
B917854, A912864
B917858, A927866
B917868, A925258
B917884, A915428
B917944, B917944
B917945, A926651
B917993, A914483
B918006, A921566
B918055, B918055
B918061, A938120
B918146, B918146
B918164, A945180
B918182, A909028
B918184, A923808
B918202, A967987
B918219, B918219
B918240, A920094
B918256, A929431
B918374, A910008
B918395, A908576
B918403, A938442
B918441, A936530
B918497, A998135
B918522, A925664
B918524, A911645
B918568, A914483
B918584, A942620
B918624, A914011
B918628, A924278
B918680, A914011
B918701, A927649
B918703, A914811
B918739, A909028
B918823, A916063
B918835, A963095
B918838, A907249
B918856, A927773
B918888, A927866
B919029, A909989
B919119, B899330
B919130, A908482
B919150, A941287
B919193, B919193
B919244, A936810
B919313, A911006
B919342, A917299
B919465, A907284
B919596, A962379
B919609, A932789
B919623, A913537
B919685, A976234
B919690, B919690
B919725, B919725
B919775, A934739
B919791, A921090
B919821, A918922
B919838, A940000
B919847, A904861
B919871, A913670
B919892, A912953
B919981, A911385
B920036, A953441
B920065, B920065
B920159, A929623
B920205, A907296
B920209, B920209
B920253, A910008
B920293, A921566
B920356, B920356
B920357, A912161
B920392, A916975
B920410, B920410
B920426, A906942
B920431, A940511
B920434, B911525
B920438, B920438
B920465, B920465
B920469, A963095
B920505, A914448
B920506, A916510
B920513, B920513
B920534, B920534
B920554, A913637
B920616, A909994
B920657, A907336
B920669, A933276
B920694, A980259
B920718, A905823
B920734, B920734
B920743, A939146
B920758, B920758
B920779, A942149
B920798, A924279
B920830, A916510
B920845, B920845
B920861, B920861
B920862, A927866
B920872, A905844
B920874, A918828
B920914, B899330
B920939, A921673
B921002, A906321
B921039, A945180
B921058, A910060
B921062, A925533
B921111, A936810
B921198, A916017
B921206, A918628
B921207, A925524
B921217, A942281
B921228, B921228
B921313, A911420
B921329, A961660
B921332, A910126
B921366, A908266
B921372, A906816
B921376, B921376
B921405, B899330
B921406, A905748
B921420, A914739
B921448, A961597
B921486, B899680
B921584, A924278
B921621, A920496
B921644, A925689
B921652, A908482
B921675, A922388
B921762, A918922
B921783, A953969
B921807, B921807
B921819, A908642
B921846, A928731
B921886, A911120
B921900, B921900
B921910, A925752
B922082, B922082
B922109, A938271
B922129, A958235
B922213, A981165
B922250, A939023
B922284, A911973
B922290, A933364
B922336, B922336
B922391, A914739
B922445, A915732
B922501, A933933
B922530, A921739
B922550, A925524
B922577, B922577
B922585, A910604
B922633, A922639
B922672, A963780
B922766, B922766
B922881, A956596
B922898, A909202
B922921, A913637
B922929, A920536
B922935, A922275
B922940, A923472
B923050, A919680
B923063, A942973
B923079, B903935
B923093, A951181
B923103, B923103
B923140, A924279
B923141, A905951
B923199, A904739
B923212, A939023
B923253, A933945
B923272, A907131
B923292, B903600
B923461, A935248
B923581, A912796
B923631, A910126
B923639, A951559
B923654, B923654
B923666, B923666
B923678, A905951
B923693, A914448
B923717, B923717
B923762, A923305
B923816, B922577
B923834, B923834
B923853, A956709
B923869, A974416
B923921, B903600
B923942, A922442
B923968, A933568
B923996, A956221
B924046, A910561
B924060, B924060
B924147, B924147
B924148, A969654
B924165, A920410
B924203, A909854
B924240, A925346
B924242, A933276
B924248, A925454
B924283, A921090
B924345, B924345
B924359, A921809
B924370, A910561
B924377, A983919
B924485, A906829
B924584, A940000
B924608, B924608
B924679, A919680
B924680, B924680
B924764, B924764
B924781, A957356
B924802, A927616
B924805, A917573
B924813, A906864
B924861, A918175
B924880, A922769
B924928, A918828
B925000, A927616
B925039, A917968
B925060, A964929
B925063, A930272
B925070, A945907
B925086, A912796
B925093, A906202
B925154, B925154
B925183, A939109
B925196, B903730
B925225, A970745
B925253, A942480
B925336, A908818
B925359, A906178
B925366, A907164
B925370, B925370
B925465, B925465
B925469, B925469
B925528, A980704
B925535, A908429
B925559, B923834
B925608, A914011
B925666, A910126
B925746, A909768
B925796, A914597
B925804, A910004
B925817, A914483
B925824, B925824
B925825, B925825
B925826, A966002
B925855, A941655
B925858, B925858
B925883, B921228
B925918, B925918
B925967, A945907
B926006, A908482
B926009, A959383
B926085, A924231
B926127, A908835
B926141, A929630
B926174, A920725
B926238, A910060
B926281, A915340
B926366, A932789
B926374, A908642
B926406, A926082
B926446, A932839
B926473, A929352
B926485, B926485
B926531, A950092
B926562, A912159
B926586, B926586
B926639, B926639
B926699, B902569
B926774, A909666
B926827, A914865
B926875, A917011
B926880, B926880
B926995, A937010
B927004, A938219
B927028, A965512
B927191, A922383
B927272, B927272
B927288, A938443
B927310, A905844
B927336, A951559
B927345, A915732
B927372, B927372
B927422, B927422
B927519, A933021
B927533, A912953
B927576, A919472
B927583, A932802
B927593, B927593
B927609, A909666
B927685, A938442
B927695, A909854
B927724, A923673
B927730, A913118
B927770, A961597
B927817, A933308
B927836, B925918
B927869, A944144
B927915, A920447
B927947, B911681
B927960, A907042
B928015, B903730
B928070, B906906
B928079, A929121
B928095, A915296
B928137, B928137
B928145, A904811
B928158, A907164
B928175, B928175
B928187, A938595
B928218, A923369
B928345, B928345
B928390, A982857
B928414, B928414
B928435, A912186
B928465, A915340
B928474, B928474
B928487, A904861
B928518, B928518
B928527, A915852
B928529, B901484
B928544, A917739
B928586, A907840
B928607, A934032
B928744, A905951
B928883, A953441
B929007, B929007
B929011, A914922
B929018, A910463
B929065, B902671
B929086, B929086
B929089, A930840
B929110, A920211
B929137, A951181
B929156, A922804
B929190, B901484
B929203, B899330
B929227, A921090
B929290, A961214
B929303, B904940
B929310, A933790
B929325, A955220
B929332, B923834
B929392, B929392
B929423, A925454
B929457, A909471
B929465, A923808
B929537, A988451
B929578, B929578
B929673, A908662
B929698, B929698
B929717, A955772
B929719, A912438
B929795, A944968
B929799, B929799
B929814, B929814
B929827, B929827
B929933, A916017
B929991, B929991
B930072, A997234
B930094, A914374
B930121, A938271
B930128, A915732
B930174, A914374
B930184, A937529
B930244, A904735
B930246, A923013
B930315, B903530
B930328, A905600
B930335, A927773
B930339, B900012
B930394, B930394
B930399, A922769
B930410, A909471
B930425, A925689
B930472, A908835
B930480, A920094
B930589, A906864
B930610, B929827
B930677, A912203
B930707, A910769
B930709, A943522
B930719, A909014
B930743, A936260
B930832, B930832
B930845, A912796
B930851, A907840
B931002, A935383
B931005, B931005
B931012, A934936
B931027, A918922
B931040, A922639
B931043, A933021
B931046, A910852
B931070, A921338
B931075, A909342
B931130, A908732
B931146, B921228
B931215, A935807
B931300, B931300
B931336, A905562
B931361, A908482
B931389, A905966
B931394, A936530
B931400, A966957
B931412, A933790
B931470, A933364
B931481, A910060
B931486, A996736
B931507, A944466
B931585, A949164
B931597, A919680
B931622, B931622
B931628, A933636
B931647, A938419
B931692, A911202
B931745, A933933
B931930, A934739
B931946, A953969
B931955, A934070
B931967, B931967
B932009, A923733
B932116, A906321
B932126, A905966
B932184, A911959
B932186, B932186
B932212, A907840
B932228, A907505
B932321, A937355
B932353, A907164
B932390, A968555
B932393, A916321
B932405, A933021
B932412, A922442
B932430, A945977
B932515, A909989
B932526, A909666
B932576, B932576
B932600, B932600
B932611, B932611
B932616, A923808
B932655, A911645
B932694, A916219
B932699, B932699
B932773, B929814
B932798, A945180
B932814, A918922
B932832, B932832
B932836, B932836
B932881, A923733
B932884, A922769
B932890, B932890
B932916, B932916
B932999, A905465
B933052, A931407
B933076, A914811
B933089, A936787
B933114, A986291
B933150, A923894
B933204, B933204
B933235, A905817
B933248, B933248
B933253, B933253
B933308, A905978
B933315, A905817
B933325, A909989
B933344, A914597
B933352, B933352
B933407, A922167
B933414, A906213
B933437, A906879
B933468, A927295
B933484, B933484
B933534, A943522
B933561, A920955
B933568, A907424
B933569, A922442
B933596, B933596
B933602, A963905
B933806, B914422
B933810, A913592
B933838, A931912
B933865, A925986
B933991, A961214
B933994, B933994
B934152, A923664
B934192, A997080
B934345, A911368
B934374, A988521
B934375, A962255
B934392, A917529
B934465, A935248
B934481, A962928
B934566, B934566
B934589, B901484
B934616, A912796
B934674, A922766
B934708, A934282
B934781, A964404
B934782, B934782
B934856, B913675
B934895, B934895
B934896, A918676
B934929, A917033
B935032, A966525
B935098, B935098
B935222, A943900
B935262, B902671
B935362, B935362
B935379, A909466
B935390, A912356
B935424, B935424
B935436, A996477
B935490, A941287
B935534, B935534
B935541, A928731
B935548, A915340
B935559, A909296
B935562, A975310
B935618, B935618
B935630, B935630
B935632, B935632
B935648, A911367
B935651, A962876
B935658, A947415
B935697, A935383
B935712, A923472
B935723, B935723
B935810, A915340
B935814, A921250
B935817, A923076
B935863, B935863
B935873, A959383
B935892, A909342
B935972, B912430
B935977, A939201
B936021, A909014
B936042, B928175
B936043, A928942
B936075, B904940
B936098, A920094
B936106, A911368
B936163, A907249
B936216, A915296
B936234, A908334
B936255, A966184
B936301, B936301
B936304, A915742
B936307, A929630
B936308, A912741
B936309, A962876
B936337, B936337
B936353, A926308
B936359, A916510
B936370, A907384
B936407, A913833
B936420, A906213
B936442, B936442
B936461, B898890
B936503, B936503
B936516, A933543
B936542, A934070
B936681, A915428
B936701, A935015
B936729, B936729
B936765, A938120
B936814, A934032
B936819, A910126
B936874, A906178
B936903, A917174
B936912, A926438
B936935, A917739
B936979, A906864
B937000, A916063
B937008, B937008
B937019, A916975
B937020, B937020
B937021, B937021
B937049, A958235
B937096, A912203
B937185, A929301
B937196, A924279
B937230, A909989
B937299, B901044
B937305, A938419
B937353, A938419
B937361, B937361
B937411, A917174
B937491, B937491
B937546, A906433
B937622, A967570
B937634, A942973
B937705, A908528
B937721, A962876
B937753, A921163
B937754, A938548
B937763, A913833
B937798, A931022
B937830, A922167
B937880, A961183
B937948, A904861
B937999, B937999
B938063, B938063
B938089, A912953
B938162, A906940
B938177, A922459
B938181, A904861
B938187, A908482
B938227, A910060
B938228, A967395
B938247, A952094
B938264, B928518
B938287, A960959
B938293, B938293
B938330, A938120
B938358, A919472
B938397, B938397
B938454, A905817
B938456, A974416
B938524, A930840
B938531, B899330
B938590, A908482
B938656, A906879
B938688, A909989
B938716, B909496
B938825, A938442
B939019, B939019
B939113, B939113
B939117, B939117
B939206, B939206
B939343, A929431
B939380, A911385
B939422, A912438
B939427, A933790
B939435, A928313
B939437, A908231
B939443, B939443
B939487, A909924
B939514, A904861
B939535, A922459
B939551, A929630
B939553, A926355
B939697, B903600
B939705, B939705
B939716, A914739
B939770, A907656
B939787, B939787
B939788, B939788
B939807, B901484
B939814, A933568
B939873, B939873
B939884, A906816
B939974, B939974
B939975, B939975
B940022, A929630
B940060, A907284
B940067, A923894
B940096, A914865
B940108, A912159
B940190, A904739
B940247, A925907
B940261, A933543
B940262, A996435
B940292, A933933
B940304, A916466
B940329, A905978
B940330, A938108
B940340, A911959
B940378, A934032
B940429, B940429
B940438, A957782
B940477, B940477
B940607, B912063
B940674, A905951
B940696, A966767
B940776, B902569
B940895, A907263
B940913, A913342
B940917, A942620
B940919, A913033
B940937, A936324
B940948, B912063
B940960, B898720
B940961, A926308
B940983, B940983
B941030, A976131
B941046, A992988
B941066, A933364
B941075, A961597
B941088, A907249
B941191, A927295
B941204, A952525
B941205, A912438
B941229, A974485
B941253, A905966
B941279, A962928
B941317, A966558
B941341, A917114
B941355, B941355
B941369, B901044
B941373, A918089
B941385, B914422
B941403, B941403
B941407, A925258
B941431, B941431
B941442, A918175
B941481, B925858
B941568, A954154
B941570, A907249
B941586, A909296
B941675, B941675
B941722, B941722
B941729, B941729
B941790, A905978
B941839, A920536
B941853, A906578
B941863, B898890
B941884, A907671
B941937, A932789
B942020, A961401
B942021, B912820
B942082, A907384
B942085, B942085
B942116, B942116
B942180, A926082
B942202, A919447
B942213, A985400
B942215, A929301
B942232, B942232
B942319, B942319
B942364, A908266
B942376, B922577
B942484, A926791
B942581, A970745
B942706, B942706
B942759, A920810
B942781, B942781
B942816, A914739
B942831, A912741
B942839, A910960
B942841, B942841
B942925, A931912
B942974, A919591
B942996, A911662
B943005, B943005
B943042, A905465
B943067, A914374
B943083, A909663
B943100, A906879
B943111, A928654
B943116, A918059
B943157, B943157
B943175, A930840
B943218, B943218
B943219, A905488
B943243, A948015
B943249, B943249
B943255, B943255
B943299, A938108
B943301, A942111
B943376, B943376
B943386, A976261
B943453, A927773
B943469, A913353
B943484, A911120
B943486, A924231
B943536, A975664
B943539, A909663
B943572, B943572
B943578, B943578
B943689, B899680
B943700, A943912
B943715, B901484
B943724, B943724
B943734, B943734
B943778, A905978
B943781, A915157
B943798, A920094
B943815, B910747
B943893, A909927
B943941, A909471
B943997, A926082
B944005, A942149
B944040, A964929
B944058, A910463
B944072, A906940
B944165, B911525
B944182, A912741
B944192, A973389
B944243, A908642
B944256, A926181
B944279, B944279
B944354, B944354
B944357, B938063
B944406, A911368
B944470, A952094
B944555, A935015
B944588, A958583
B944619, A917230
B944634, A926355
B944826, A909202
B944875, A911548
B944907, A906578
B944942, B920861
B945064, A915340
B945074, A936547
B945077, B933248
B945094, A909202
B945100, A941776
B945123, B945123
B945141, A910004
B945146, B945146
B945151, A926651
B945182, A939146
B945233, A905010
B945235, A905577
B945299, A904739
B945382, A946073
B945419, A924291
B945431, A906940
B945448, A910463
B945486, A961660
B945507, A921338
B945541, A905600
B945564, B945564
B945599, A922314
B945642, A925346
B945696, B945696
B945716, A949856
B945745, A906940
B945789, A947980
B945939, B901484
B945956, A926181
B946021, A996435
B946023, A969350
B946033, A910463
B946041, A906829
B946050, A913715
B946055, A909296
B946151, A912159
B946207, A933790
B946246, A909994
B946284, B946284
B946319, B946319
B946359, A967708
B946381, B946381
B946391, A911645
B946459, A920536
B946512, A908266
B946514, A904758
B946595, A966857
B946616, A925346
B946620, A926438
B946659, B919193
B946719, A910604
B946752, A928298
B946755, A990876
B946771, B943734
B946784, A913011
B946894, B946894
B946936, B919193
B946937, B899680
B947124, A921673
B947134, B947134
B947173, A911548
B947249, B947249
B947283, A935248
B947296, A907336
B947316, A934032
B947365, B947365
B947385, A922459
B947386, A932802
B947393, B904940
B947442, A958596
B947462, A916510
B947521, A914381
B947568, A917114
B947632, A910604
B947635, A936787
B947685, B900012
B947717, A907164
B947747, A913715
B947750, A957782
B947761, A941375
B947809, A923837
B947818, A910126
B947831, A907384
B947838, A939520
B947888, A945180
B947920, B947920
B947936, B947936
B947964, A924726
B947974, A909989
B947989, A908835
B948014, A965368
B948117, B948117
B948123, B905896
B948154, A915531
B948158, A961660
B948169, A911968
B948250, A912953
B948389, A918089
B948449, A931912
B948496, B914422
B948548, A908642
B948553, A944968
B948609, A927616
B948709, A930256
B948721, A920094
B948725, B948725
B948742, B948117
B948755, A947336
B948822, B948822
B948833, B948833
B948857, B948857
B948867, A913833
B948947, A922383
B948953, A913592
B948954, A909768
B949057, A927616
B949118, A911368
B949161, B949161
B949201, A952525
B949208, B898720
B949209, A912186
B949233, A965512
B949262, A905600
B949415, B949415
B949420, A917529
B949429, A933573
B949489, A912451
B949498, A913178
B949504, A918175
B949572, B949572
B949579, A923894
B949656, A922639
B949677, B949677
B949774, A925907
B949775, B949775
B949804, A990876
B949830, A933933
B949845, A910303
B949877, B949877
B949887, A917573
B949902, A919591
B949921, A909014
B949945, A930840
B949975, B949975
B949988, B949988
B950012, A905748
B950028, A928821
B950030, A942111
B950031, A922562
B950047, A920410
B950052, B943376
B950063, A910060
B950123, A923472
B950162, B950162
B950180, B950180
B950187, B910747
B950197, A910960
B950215, A941287
B950218, B950218
B950234, A915428
B950254, A941287
B950268, A922167
B950344, A907505
B950391, A910004
B950398, A921017
B950412, B950412
B950469, A989772
B950531, A908482
B950686, A917141
B950692, A975451
B950820, A919267
B950834, A917198
B950859, B950859
B950878, A922175
B950913, A906014
B950923, A929630
B950940, B899330
B950970, A917609
B950999, A930272
B951017, A969262
B951038, A937566
B951068, A913833
B951130, B951130
B951233, A968908
B951318, A908528
B951359, B951359
B951367, A923069
B951388, A911153
B951392, A909028
B951423, B936503
B951468, B899330
B951491, A907384
B951513, A925533
B951515, A912134
B951547, A908642
B951580, A912796
B951635, A921566
B951644, A942149
B951666, B951666
B951670, B951670
B951712, B923834
B951732, A989989
B951741, A921338
B951744, A922383
B951775, A908642
B951777, A943720
B951854, A914374
B951887, A914597
B952025, A914374
B952045, A904739
B952068, A962928
B952099, A910769
B952108, A907840
B952171, A919680
B952185, A910561
B952245, B952245
B952253, A912356
B952280, B903600
B952321, A905577
B952436, B952436
B952437, A966857
B952577, A911973
B952598, A927866
B952624, A914525
B952635, A907263
B952640, B898890
B952738, B952738
B952751, A964140
B952763, A908231
B952860, A948850
B952865, B911525
B952904, A911153
B952907, B952907
B952910, A917198
B953015, A910960
B953028, A961597
B953073, A938419
B953114, A909296
B953119, B953119
B953134, A939727
B953141, A904739
B953146, B953146
B953149, A928065
B953156, A914381
B953189, B932699
B953205, A922766
B953258, A919680
B953265, A940511
B953272, B953272
B953316, A934739
B953322, B953322
B953335, B899970
B953382, B953382
B953456, A946073
B953465, A982571
B953471, A905823
B953475, B908788
B953496, A986941
B953532, A905488
B953535, A911504
B953623, A925346
B953662, A911968
B953669, A916063
B953672, B953672
B953716, B953716
B953726, A905547
B953754, A931944
B953765, B953765
B953792, B953792
B953842, A927252
B953926, A914725
B953947, A975815
B953952, A917114
B953977, B953977
B954032, A910004
B954046, B954046
B954056, A936260
B954106, B954106
B954149, A912203
B954167, B901484
B954236, A914024
B954242, A926220
B954266, A905978
B954296, A912438
B954443, A923069
B954453, A921090
B954472, A932789
B954478, B923103
B954520, A928313
B954529, A911420
B954654, A920955
B954716, A906940
B954750, A934329
B954771, A904913
B954781, B913675
B954792, A915157
B954828, B954828
B954891, B954891
B954933, B954933
B955001, B955001
B955021, B955021
B955028, A911662
B955039, B955039
B955072, A925907
B955114, B955114
B955169, A909904
B955202, A940000
B955207, B955207
B955211, B955211
B955214, A915296
B955223, B938293
B955250, B955250
B955327, A911368
B955337, A970913
B955416, B923834
B955441, B929827
B955457, B955457
B955477, B955477
B955527, A911973
B955561, B942319
B955602, A910463
B955605, A916045
B955609, A925258
B955636, A906178
B955676, A919665
B955755, B955755
B955779, A917033
B955785, A905010
B955804, B933596
B955893, A908653
B955925, A937566
B955935, A912741
B955940, A922769
B955947, A905966
B955964, B955964
B956044, B956044
B956047, B956047
B956107, A990876
B956112, B956112
B956144, B956144
B956156, B956156
B956163, A905577
B956211, B934782
B956280, A908026
B956301, B956301
B956342, A996100
B956348, A963149
B956501, B956501
B956522, A926438
B956540, B911525
B956572, A943522
B956601, A916063
B956621, A975310
B956718, A924429
B956789, A910195
B956798, A918828
B956804, A918922
B956842, A908835
B956846, A945242
B956857, B956857
B956963, A908334
B957074, A905577
B957148, A906178
B957159, A912159
B957161, A912438
B957169, A927634
B957298, A919898
B957307, B957307
B957323, B957323
B957333, A922314
B957339, B919193
B957352, A906578
B957361, A920410
B957402, A914374
B957409, A923733
B957489, A906321
B957518, A992190
B957603, A974874
B957699, A910004
B957725, B957725
B957731, B957731
B957757, A908482
B957778, A929623
B957822, A980804
B957840, B957840
B957892, A914739
B957894, A910960
B957929, A909028
B957940, A919591
B957973, A912151
B957978, A948046
B957990, A910354
B958033, A906202
B958039, A937355
B958041, A910960
B958049, A917529
B958073, A916975
B958111, A947420
B958122, A908642
B958172, A938219
B958186, A957378
B958203, A940000
B958213, B958213
B958227, B958227
B958293, A920536
B958309, A979964
B958315, A917299
B958325, B938293
B958331, A967395
B958341, A936810
B958355, A907164
B958368, A939125
B958382, A987128
B958408, A910195
B958464, A911959
B958470, A905562
B958498, B958498
B958508, A963448
B958513, B928518
B958595, A939201
B958609, A974834
B958613, A907384
B958614, B958614
B958616, A912796
B958651, A935302
B958739, A938271
B958821, A917033
B958863, A924726
B958931, B958931
B959083, B905896
B959094, A942968
B959117, B914422
B959158, A909854
B959168, B959168
B959185, A955814
B959210, A937475
B959256, B959256
B959258, B959258
B959261, A905562
B959271, A918828
B959279, A906864
B959314, A936810
B959345, B911525
B959381, B959381
B959420, A929751
B959535, A911367
B959556, A931407
B959588, A916017
B959722, B959722
B959746, A916975
B959810, A980704
B959853, A917299
B959859, A913011
B959914, A946597
B959926, A923472
B959936, A912953
B959948, A919447
B959966, A920810
B959971, A922442
B960021, A923369
B960044, A934282
B960057, B960057
B960134, A923733
B960152, A930840
B960155, A929952
B960184, B938293
B960219, A927186
B960249, A922747
B960252, B960252
B960310, B960310
B960322, B960322
B960362, B960362
B960371, A949164
B960473, A911645
B960483, B960483
B960491, B960491
B960500, A981211
B960502, B903530
B960513, A928313
B960772, A910195
B960776, B960776
B960820, A910561
B960887, A909342
B960906, A920907
B960985, A943912
B961063, A916466
B961072, A934032
B961083, A914381
B961106, A917801
B961150, A911153
B961172, A916510
B961208, A918633
B961294, A940100
B961337, A949108
B961364, B961364
B961419, A943363
B961447, A949027
B961535, A946132
B961576, A921090
B961622, B961622
B961632, A921338
B961816, A917529
B961837, A915742
B961852, A910960
B961871, A906634
B961888, B961888
B962007, B962007
B962012, A908334
B962088, A917739
B962089, A907296
B962108, A990876
B962195, B903530
B962239, A939520
B962247, B950412
B962322, A909165
B962335, A974612
B962342, A908429
B962392, A917573
B962394, A909014
B962450, A921338
B962530, A936547
B962541, A909854
B962563, B898890
B962583, A914725
B962597, B920356
B962599, A913637
B962662, B962662
B962681, A922562
B962780, B962780
B962782, A925258
B962796, A908642
B962829, A917874
B962882, B927372
B962912, A910769
B963045, B911525
B963105, A996736
B963114, A942620
B963121, A913670
B963129, A913583
B963210, A913033
B963234, A920955
B963239, A913076
B963366, A982857
B963371, B911681
B963435, A926220
B963448, B910363
B963511, A945242
B963519, A965319
B963523, B963523
B963542, B963542
B963582, A962928
B963616, A966184
B963682, A984198
B963687, A911973
B963691, B963691
B963697, B963697
B963709, A917114
B963748, B963748
B963773, B963773
B963783, B913675
B963844, B963844
B963932, B950412
B963938, A917739
B963939, A911817
B963997, B913675
B964004, A975451
B964007, A913011
B964013, A907042
B964103, A939146
B964115, A913592
B964145, A943363
B964148, A925986
B964154, B903530
B964180, A948801
B964276, A924699
B964361, A927616
B964364, A922459
B964546, A919472
B964561, A921090
B964660, A956389
B964662, B911525
B964735, A961597
B964822, A917230
B964880, A921163
B965006, A911385
B965040, A928821
B965082, A917573
B965141, A923069
B965191, A990876
B965194, B905896
B965236, B965236
B965290, A941375
B965293, B965293
B965347, A934282
B965349, A961401
B965394, B965394
B965422, A905562
B965445, A915157
B965453, A911368
B965454, A917174
B965474, A970203
B965476, A908642
B965517, A909666
B965528, A905600
B965550, A909199
B965574, A908026
B965598, A923664
B965611, A915340
B965651, A910008
B965659, A922766
B965671, B965671
B965672, A920447
B965674, A913342
B965693, A919472
B965699, A909199
B965716, A985400
B965740, A949027
B965818, A961791
B965828, A905823
B965849, B936301
B965877, A987653
B965935, A953441
B965976, A906879
B966038, B906409
B966050, B966050
B966057, A913847
B966060, A927616
B966061, A912741
B966063, A923305
B966087, B899680
B966110, A990876
B966141, A929301
B966191, A967948
B966201, B922577
B966202, A944968
B966269, A919267
B966308, A935248
B966543, A944968
B966578, A909989
B966591, A934595
B966599, A974764
B966687, A910303
B966701, A923732
B966821, A906942
B966873, A909989
B966911, A922294
B966991, A984363
B967042, A915213
B967057, A922442
B967106, A943657
B967156, B967156
B967204, A926181
B967228, A913592
B967250, A905951
B967270, A922175
B967272, A915157
B967294, A909666
B967300, A909028
B967317, A951181
B967328, A911385
B967350, A905966
B967386, A967075
B967389, A929431
B967536, A910561
B967576, A958231
B967583, A927295
B967595, A911420
B967610, B912820
B967668, A925533
B967777, A922294
B967786, B967786
B967802, B967802
B967852, A915428
B967882, B952436
B967890, A937475
B967898, B967898
B967920, B967920
B967935, A917114
B967950, B922577
B968003, A938442
B968070, A922943
B968140, A970745
B968173, A920410
B968179, A940100
B968208, B912430
B968251, A938419
B968295, A918618
B968297, A981165
B968304, A915742
B968345, B968345
B968354, A964646
B968368, A913592
B968375, A908732
B968394, A987653
B968486, B911681
B968586, A908334
B968607, B938293
B968620, A937355
B968627, A961597
B968670, A916321
B968708, A909471
B968724, B910363
B968753, A910126
B968798, A951239
B968839, B968839
B968855, A961553
B968877, B905160
B968943, A962876
B968950, A916219
B968979, B968979
B969104, A912919
B969117, B969117
B969144, A908732
B969287, A939732
B969349, A933657
B969432, A933790
B969464, A911306
B969502, A916414
B969549, A945180
B969557, A922562
B969572, A916466
B969641, B967802
B969669, A910004
B969695, B912820
B969753, A925346
B969758, A956709
B969794, A911645
B969800, A942620
B969832, A905844
B969871, A909202
B969879, A915363
B969923, A932789
B969953, A930572
B969971, A907656
B969979, B969979
B970072, A925346
B970133, A917529
B970134, A907782
B970144, A921090
B970152, B956144
B970180, A908231
B970202, A921250
B970228, B950412
B970250, A926308
B970338, A925907
B970406, A922383
B970410, A913537
B970428, A935680
B970512, B970512
B970520, A906202
B970591, A907505
B970702, A904861
B970754, A909202
B970770, A912919
B970788, B970788
B970823, A917033
B970853, A929431
B970877, A921090
B970948, B970948
B970976, A923733
B970983, B903530
B971002, A922294
B971012, A922841
B971043, A983689
B971049, A908425
B971052, A946528
B971053, A991138
B971163, A911772
B971179, A949421
B971190, A916466
B971211, B971211
B971223, B903530
B971242, B923834
B971288, B971288
B971316, A918828
B971349, A909904
B971369, B948117
B971379, A917767
B971403, A914922
B971455, A961553
B971468, A921739
B971503, A923941
B971534, A940511
B971569, A968125
B971581, A907131
B971587, A994111
B971638, A914448
B971760, A913637
B971773, A915428
B971786, B971786
B971863, A922442
B971897, A912159
B971933, A910561
B971935, A929797
B971968, A952865
B972033, A906433
B972120, B928175
B972132, A923808
B972143, A920384
B972152, A914011
B972153, B912820
B972162, A946597
B972201, A909199
B972318, A905547
B972322, A982571
B972333, A969304
B972343, A906634
B972356, A997399
B972360, A907263
B972386, A926355
B972390, B972390
B972446, A930333
B972488, A953519
B972502, A912151
B972509, A939580
B972532, A930840
B972555, B972555
B972612, A944466
B972627, A933308
B972636, A914381
B972685, A933657
B972714, B972714
B972740, B972740
B972797, A905978
B972820, A936324
B972872, A920094
B972873, A914707
B972879, A906178
B972884, B911681
B972992, B972992
B973003, B973003
B973046, A982643
B973076, A921017
B973101, A911973
B973116, A928942
B973128, B973128
B973146, B938063
B973188, A917114
B973199, A920955
B973261, B899680
B973296, A957282
B973371, A916017
B973410, B922577
B973537, A916510
B973539, B921228
B973541, A914739
B973594, B973594
B973621, A994703
B973650, A908528
B973676, A934936
B973743, A911153
